label,text
FORM,"To: Mr. G. J. Schramm Mr. W. P. Myhan
Mr. R. H. Stinnette Mr. F, X, Whelan
Mr. J. B. McCarthy

From: BE. E, Curtin

Request for contribution or membership to be
considered by Contributions Committee at next
meeting

el contribution (Membership
Harvard Medical School
Requested by and Dr. Gary Huber

Boston, Massachusetts 0

Message__ Letter @/1/76

For American Brands, Inc.

Recent actions regarding above solicitor -

Payment - 1976 $40,921.30 by A.B.,Inc.
1975 84,309.94 ALB. , Inc.
1974 92,131.29
1973 91,630.53

Remarks ~

For confirmation by the Committee. Check for
$43,910.30 representing the ninth semi-annual
installment to the Harvard Project transmitted
August 1976.

Decision of Committee on Present Request -
Pay - § ——____—

Declined - Send letter YES NO

Consideration deferred until"
FORM,"CAPRI PROJECT NO. 1987-115-CA

(0595-622-1510-0

CAPRI_EXPANSION ASU _- CALIFORNIA ~ WAVE 4)

DESCRIPTION:

SUPPLIER: Kapuler Marketing Research

MR_PERSONNEL: BLR, Pellett

AUTHORIZED COST: 70,825 410% (TOTAL 1987)
+7.0 (2-23-88)
7,90 ‘TOTAL

Int. Init.

Ext Autho.Date 11-16-87
Field Complete 12--7-87
Final Rpt.Due _ 1-11-88

PAID 1987 47, 218

DEC_1987 ACCRUAL 9, 442}-Ry,
CARRYOVER TO 1988 14, 165]
RELEASED PAID OUT OF
mo ACCTG 1988 BUDGET CUMULATIVE
a= fea:
DEC Gia = 3B
2-25-88. FEB RETA ZZ 220.

466009457"
FORM,"Attachment A

PUBLIC COMMUNICATIONS APPROVAL SHEET

The Tobacco Institute

DATES,

SUBJECTS.

WRITERS,

APPROVALS!

Division Head

Bill Kloepfer

Sam Chilcote

Lega} Approval Recommended/Required:
SHEB

cob

Others,

NAME OR INITIALS

YES

No,

DATE"
FORM,"SPORTS REGISTRATION
37TH ANNUAL MEETING
AUGUST 15-18, 1996
RYE-TOWN HILTON HOTEL
RYE, NEW YORK

Make copies of this form if necessary. Complete applicable
section(s) and return to NYSAWMD.

LORILLARD TOBACCO COMPANY

GOLF TOURNAMENT (zadies ¢ Men)... Friday, August 16, Tee off
‘at 8:00 A.M. SHARP (no green fee)

I will participate in the Golf Tournament < >
My handicap i. < > Strokes

NAME.

FIRM NAME.

pergececteretttetcettetctctsttccetsterereccccercreercrrtcctrrcerss

BROWN & WILLIAMSON TOBACCO CORPORATION

TENNIS TOURNAMENT (Ladies ¢ Men)...Friday, August 16,
starting time is 3:00 P.M.

I will participate in the Tennis Tournament
I would classify myself as (please check appropriate box)

< > Beginner
< > Fair

< > Good

< > Excellent
NAME.

FIRM NAME.

foreecctettecerecccccccctcccretecerertcettraccccccrecrterrcrsers] 2

NYSAWMD, INC. 211 EAST 43RD STREET, NEW YORK, NY 10017-4707 A

ConvEORH. 96"
FORM,"mr) ed

Aap
AFFIDAVIT OF PERFORMANCE
From Newspaper New Albany Tribune = Account Haley Devtaen
State of _tndiane ) Agency Lorillard Media Sertice
County of Flora ) &

Before me a Notary Public, personally appeared__‘olly Inzer

who being duly sworn, says that (he) (she) is, Bookkeeper”
of the abovementioned newspaper and that display ads for the

above account were made through the aforesaid newspaper during

the month of __January » 19.88 as follows:
Date Column Inches Exclusive advertising for
1/31/88 Insert, Harley Davidson Cigarettes

We hereby certify charges shown above on dates per attached
bill are true and correct as billed to the account in upper

right hand corner of the affidavit and are exclusive

New Albai pune advertisements

Signed

Sworn to and subscribed before me this _4th day of March » 1988

IN TESTIMONY WHEREOF I have set my hand and seal the day and year

lotary Pul

aforesaid,

MY COMMISSICN EXPIRES:

eteresrs"
FORM,"KONICA FRX FS

Nou. 4 '93 16:33

TOBACCO COMPANY

S101 N. GLASSEN BLVD, SUITE 102, OKLAMOMA CITY, OK, 73119 TELEPHONE (405) 849-0455 or 0460

DATE __11/4/93 TIME __3:28 cst
The following document, including cover page is _3 pages long.

PLEASE TRANSMIT THIS DOCUMENT TO:

NAME: Mr. A. J. Giacoio
OFFICE: __New York - Sales Planning
FAX PHONE NUMBER: _ 212 545-3209)

THIS DOCUMENT IS FROM:

NAME: pp gat)
OFFICE:_Oklahoma City, OK
FAX PHONE NUMBER: _(405) 840-0699 00

COMMENTS:__Zhe_atcached Competitive Information

was secured in Qklahoma today.

——______11 vou _should have any queetiona,
pleace advise. Dick

It f these ara not legible, or you do not recsive all
pages, please call this office pos as bossibia.

ce: Mr. R. B. Spell
Mr. S$. L. Bnloe

OEZLETS"
FORM,". LAURENCE, CHARLES, FREE & LAWSON, INC.
BULLETIN ADVERTISING-INSPECTION REPORT

manwet Lakeland Metra Market prano Misty
popuLaTion 400,400 SCHEDULE 2/20 & 3/20 uve oare3/23/91
OPERATOR. The Lamar Corp. FULL INSPECTION. SPOT CHECK.
NUMBER VIEWED
TYPE OF DISPLAY
PERMANENT
outer [) wu rotary [Z]
LOCATION See attached list NO. OF ROTARIES: 8 RB
Errecrwecimcuarion 240,900 ErrecrvecincuLaTon 218,499

DESIGN ON DISPLAY: (Condition And Rendition of Copy)

COMMENTS: (Description of Location or Rotary Plan, Brand Category Competition)

This is a comparatively easy market to cover. It is less than an hour from Tampa
airport. Our bulletins are on every major arterial and in all quadrants of the area.
No changes were made. Some minor on-premise blocking and trees were noted, but not
deemed serious enough for correction.

The only other tobacco in the market was a standing 6 Panel RJR buy currently showing
Camel.

‘COMMENTS ON PLANT: (Condition, Structures, Painting Abily, Lighting, Cooperation, etc.)

The plant is well maintained and covers all parts of the market. Lamar looks like a
good citizen here, keeping a good-looking operation. doing public service, and
carrying a lot of local advertisers.

)

INSPECTION BY

pone usa

10518461
PRODUCED FROM B&W WEB SITE"
FORM,"P. 8. 73-91

Week of: Date Recetvea 1/28/91
LASER PERFORATED TIPPING APPEARANCE CHECK
HOLE DEPTH, SCORCHING,- CRATERING

Modules 412 Brana: CARLTON Filter 100's - 4 Mg Laser

Shit & Date: Pulse: Ma oer
FRONT CIGARETTES

Hole Depth: im 13.0 mm from end

Scorching + Insignificant.

cratering + None to insignificant.

Comments + Excellent appearance (18 holes).
BACK CIGARETTES

Hole Depth: am 13.0 mm from end

Scorching + Insignificant.

cratering : None to insignificant.

‘comments + Excellent appearance (18 holes).

Module: Brands

shift & pate: Pulse: Power:

FRONT CIGARETTES
Hole Depth:

Scorching +

cratering

Comments +

BACK CIGARETTES
Hole Depth:

Scorching +

cratering +

Comments +

ATKO2 0062194"
RECEIPT,"Ap 3/2

UNIHAKKA INTERNATIONAL SON BHD
22 Mar 2018 18:24
(887388-U)
12, Jalan Tampoi 7/4,Kawasan Perindustian
‘Tampol,81200 Johor Bahru Johor

TAX INVOICE
Invoice # : OR18032202170428
tke aly Total
SR 100100000036- 1 Meat + 3 Vege
$7.10 1 $7.10
SR 100100000084-Add Vegetable
$0.50 1 $0.50

Total Amount: $7.60
GST @6%: $0.43
Nett Total: $7.60,

Payment Mode Amount
CASH ‘$7.60
Change $0.00
@stSummay ‘Amouri(s) Tah)
77 04

GST REG #000656195584

BAR WANG RICE@PERMAS JAYA
(Price Inclusive 01 BST)
Thank You & Come Again!

Like and Follow Us on Facebook!
Facebook comBarWangRice"
RECEIPT,"3180303

UAN HING STATIONERY SDN BHD
(162761-M}
NO.32 & 33, JALAN SR 1/9, SEKSYEN 9,
TAMAN SERDANG RAYA,
43300 SERI KEMBANGAN, SELANGOR
DARUL EHSAN
GST ID : 002139201536

Tax Invoice
- 27032018 NO CS-20243

Qty Tax RM
F/Castell 187087-75 Tack-t 2 SR 12.00
75g- White (new) @ 5.6600

Total Amt Incl. GST @ 6% -
Rounding Adjustment »

Total Amt Payable : 12.00
Paid Amount 20.00
Change : 8.00

Total Qty Tender . 2

For anv enauirv. please contact us:"
RECEIPT,"\

SRY STATIONERY
(002050590-H)
360 JALAN BULAN BM U5/BM,
Cana PINGGIRAN SUBANG,
SEKSYEN U5,
40150 SHAH ALAM, SELANGOR
TEL / FAX : 0163307491 / 0378317491
EMAIL: snystationery@hotmai]. com
TEL: 0163307491 / 0378317491
FAX: 0378317491
E-Wai}: snystationery@hotmail, . com
(GST Reg No : 000906854400)

5/P > SALES Inv No : CS-0004323
05-Jan-2017 03:17:50 PM
INVOIGES-=""-""----=""""""s3=
No. Description UOM
Cade Qty U/Price _ Total (Min)
7 LION FILE 6’S SPRING FILE PCS
MFF 350 50 1.60 80.00 SR
Discount 10. 00% -8. 00
Item Count : 50
fotal Sales Incl. GST @6% : 72. 00
Total Amount Payable : 72.00
Cash Received : 100. 00
Chane ; 28. 00

GST Summary = Amount (WR) Tax (HYR)
SR = 6% 67.92 AG 7,

GOODS SOLD ARE NOT RETURNABLE/REFUNDABLE"
RECEIPT,"08d 20

UNIHAKKA INTERNATIONAL SDN BHD
16 May 2018 18:30

(867388-U)
12, Jalan Tampoi 7/4,Kawasan Perindustrian
Tampoi,81200 Johor Bahru, Johor

TAX INVOICE
Invoice # : OR18051602160350
Item Qty Total
SR 100100000060- 4 Vege
$5.50 1 $5.50
SR 100100000001- Chicken
$2.70 1 $2.70

Total Amount: $8.20
GST @6%: $0.46
Nett Total: $8.20

Payment Mode Amount

CASH $8.20

Change $0.00

GST Summary Amouni($} Tax($)

SR = GST @6% | 7.74 0.46
GST REG #000656195584

BAR WANG RICE@PERMAS JAYA
(Price Inclusive Of GST)
Thank You & Come Again!

Like and Follow Us on Facebook!
Facebook.com/BarWangRice"
RECEIPT,"PASIR EMAS HARDWARE SDN BHD
(801222-M)
(GST ID No : 000144596992)
NO 69,JALAN PENGKALAN 5,
TAMAN PASIR EMAS,
KG PASIR PUTIH,
81700 PASIR GUDANG, JOHOR.

Tel/Fax: 07-271 2406

Tax Invoice

Bill No : POS/53796

Date : 23/06/18 12:46:33 PM
Cashier : ash

Payment : Cash

PLUG TOP 13A(BIASA-MK) @8.00
WAAN34 a 8.00 24.00 SRO
UMS 13A PLUG(SINGLE) @4.00
$T00014 3 4,00 12.00 SRO
Gross Amt: 36.00
CST (6%) : 0.00
Net Amt : 36.00
Received 36.00
Change : - Q.00
Round Adj. : 0.00
GST Summary Amount(RM)  Tax(RM)
SRO @ 0% 36.00 0.00
THANK YOU

PLEASE COME AGAIN"
RECEIPT,"M2. D.T.¥. (KUCHAT) SDN BHD
(Co Reg :750441-H)
LOT i851-A & 1951 -B, JALAN KPB 6,
KAWASAN PERINDUSTR [aN BALAKONG,
43300 SERI KEMBANGAN, SELANGOR
(AST ID No :000473792512)
(SQ WANG)
TAX INVOICE
MAGNETIC WHITEBOARD LOOT 90*E0CM
E20: 712
9087396 | < 35.00
JAPE DISPENSER SETJEBGO -CITRUS
WAGE i2
9556481179603 2% 19.90
CANDLE £3001050H
OC3z-41/2 - 40
ee ht 30
BALL PEN GBK O.5NM KC1089#
RO11 08 42 - 12/144
6953070394578 1% 2.90
WHITL BOARD MARKER SET $3858
SB? = 12/240
9082825 x 8.30
FIRST ALD KIT
CG61/2 - 48
9061496 | x 26.90
PLANNING MAGNET SOMM#
RC2Z - 24/288
9085524 1 xXee2530

Ttem(s) : ; eK ) 4

Total Inel. GSTa6% é"" RM 119.76
CASH t RM 120.06
CHANGE RM 0.30

GST Summary Amt(RM)  Tax(RM)
GST $6) 112.92 6.78

sostecic ww iheted ow on frores tw pe me tet mee 5h

15: 0a 13 18: 41 “sor. 8018 T2 RO00Z43654
OPERATOR TRAINEE CASHIER

EXCHAN fF ARE ALLOWEO WITHIN
7 AY WITH RECEIPT.
GiRICTLY NO CASH REFUND."
RECEIPT,"99 SPEED MART 5/8 ($19S37-x)
LOT P.7, 2811, JALAN ANGSA,
TAMAN BERKELEY
41150 KLANG, SELANGOR
1934-LAMAN RIMBUNAN
GST ID, NO + 000181747712

INVOICE NOs 18297/102/T0173

02: S6PM 546719
2485 LABOUST DRINKING WATER RASSO-<
7094 NEGBUN PLASTER 10PCS RMS. 20 =

Total Sales (Inclusive 657) RM 93.70

CASH RM = 10.00
CHANGE RN = 6, 30

ek tk a

6ST Summary Amount (RM) Tax(RM) »
e 2 6% 3.49 val"
RECEIPT,"SANYO STATIONERY SHOP

NO. 31G&33G, JALAN SETIA INDAH X ,U13/X
40170 SETIA ALAM
Mobile /Whatsapps : +6012-918 7937
Tel: +603-3362 4137
ae ID Ne: 001531760640 TAX INVOICE
med By : 2

SANYU SUPPLY SDN BHD (1135772-K)

=

CASH SALES COUNTER =
4 2012-0029 RESTAURANT ORDER CHIT NCR
BiSiX6,
3 X 2.9000 B 8.70 SR

Total Sales Inclusive GS! @6% 8.70
Discount 0.00
Total 8.70
Round Adj 0.00
FinalTotal =—=—SS*=«O
CASH 10.00
CHANGE 1.30

GST Summary Amount(RM) Tax(RM)

SR @ 6% 8.21 0.49

INV NO: CS-SA-0120436 Date: 27/10/2017

Goods sold are not Returnable & Refundable

THANK YOU FOR YOUR PATRONAGE
PLEASE COME AGAIN.

TERIMA KASIH SILA DATANG LAGI

*+* PLEASE KEEP THIS RECEIPT FOR PROVE OF
PURCHASE DATE FOR 1.7 PRODUCT WARRANTY
PURPOSE **

Follow usin Facebook: Sanyu.Stationery"
RECEIPT,"Thank You. Flease came again.
Goods Sold. Are Not Returnatle.
For’ feedback or complaint, please call:
F M11-3194 0284
AREDEEH VOUCHER BEFORE POINTS EXPIRY!

Segi Cash & Carry Sdn. Bhd
(317041-W)
PT17920, SEKSYEN U9,
40150 SHAH ALAK,
SELANGOR TARUL EHSAN.
GST Reg. No. + 0019516454696

Invoice No

2 47735
llate : 04 Jan 2017 O1:topn
: 03

Counter

UNICA PAIL 46L 600

dx 17.41 i7.44 5
HASSIHO FINE WHOLEMEAL 4206
ix 2.64 2.64 Z

No of items: 2
Total Incl. GS7:RM 2
Cash:RM 20.00
Change: RH 2?
Missed Point Today: 19
Served by SITI SUHAINA BT OTHMAN

SREREREREEERE GST Summary ROROORRRRARE

GST Cade Amount(RM) Tax(RH)}
§ @6.0% 146.42 0.99
Z @0.04 2.64 0.00

RRR RRR RAE RRR ARERR RT AAA RARE TEER EEA ERR

Ref No: 00600676213047735
Thank You. Please come again.
Goods Sold Are Not Returnahle.
For feedback or complaint, please call:"
RECEIPT,"Ns

fan CO. (M) BHD. (126926-H)
FLOOR, AEON TAMAN MALURI SC
JLN JEJAKA, TAMAN MALURI
CHERAS, 55100 KUALA LUMPUR

GST ID : 002017394688
SHOPPING HOURS

UN - THU:1000 HRS - 2200 HRS
RI - SAT:1000 HRS - 2300 HRS

i omes

1x 000004497295 5.90SR
ET TISSUE 1505
Sub-tota] 5.90
Total Sales Incl GST 5.90
Total After Adj Incl GST 5.90
CASH 50.00
Item Count 1 Change Amt 44,10
Invoice No: 2018032251310415556
GST Summary Amount Tax
SR @ 6% 5,57 0.33
Total 5.57 0.33
22/03/2018 10:18 5131 041 0415556

0305215 DIANA BINTI JASMAN

AEON DATSO FESTIVAL MALL
TEL 1~-300-80-AEON(2366)
THANK YOU FOR YOUR PATRONAGE
PLEASE COME AGAIN

TU,"
RECEIPT,"Sarang Hae Yo
TRENDYMAX (M) SDN. BHD.
Company Reg. No. : (583246-A).
p6, Block C, GM Klang Wholesale City,
Jalan Kasuarina 1,
41200 Klang, Selangor D.E.
Whatsapp : +6012-5060668

www.saranghaeyo.com
GST Reg : 000384098304

TAX INVOICE

CB#: GM3-46792 15/01/2018 1:48:36 PM
Cashier: WOO1- erah @ C6
Remarks:

Qty Description Price Disc Total

1 MS 15.00 0.00 15.00 SR
LOYALTY
PACKAGE

10 IB-RDM 28.90 -28.90 260.10 SR

IRON BASKET
ROUND 27 * 25

12 AOR5058 5.00 -6.00 54.00SR
50MM PULL
FLOWER
RIBBON

1 QC2018 0.00 0.00 0.00 SR
HORSE
CALENDAR
2018

Total 329.10

PsRounding Ad]: 0.050. ame etoae Hess
Total Inclusive GST: 329.10
VISA 329.10
GST Summary

Net Amt GST Total ae

RINEE AMELIA ZAKARIA
SHY32516
Points : 310

Thank you | Please come again |
Goods sold are not returnable for refund or exchange!!"
RECEIPT,"eo ee ee ee ee a ee

KING’S CONFECTIONERY $/B 273500-U (KSB)
NO.41, JALAN SERI BINTANG 2
TAMAN SRI BINTANG,
$2100 KUALA LUMPUR.
TEL NOr~ 012 - 602 8832
(GST ID s 00294040032)

Tax Invoice ‘
Inv No sKSB80051978 Dater11/03/18 21:30
Cashier :F T8303 Ctr :02

201019 KAYA PUFF 4 1.40 0
231027 Slice Cak 1 §.70 0
101110 Cheese Le 1 3.50 30
251030 Cheese Ta 1 3.40 Q
171153 D/R BUTTE 1 4.20 0

Oty 8 25.15
Rounding Adj - 0,00
due 20045
Pay Zu0ld
Change 0.08

(Total Included GST @ 4% : 1.42)
GOODS SOLB NOT RETURNABLE/EXCHANGEABLE!
THANK YOU PLEASE COME AGAIN!!

TASTY BAKING HEALTHY NATION! !
==Visit us online at sew. kings. com. y="
RECEIPT,"GARDENIA BAKE RIES (KL isi SDN BHD 7 139386 X)
Lot 3, Jalan Pelabur 23/1,
40300 Shah Alam, Selangor.
Tel: 03- 55423228 Fax:03- 55423213
GST TD: 00038 1399040

TAK INVOICE / ADJUSTHENT NOTE
Cash Inv No.: 7024F713

VEOS 14 Date: 24/16/2617

MAKASSAR FRESH MARKET SON BHD

GROUND FLOOR, NO. 4 & 6,
JALAN S$ 15/48,
47500 SUBANG JAYA, SELANGOR
VEOS: Ridzuan (1 1900)
DD: 24/10/2017 A217

Description U.P Iss “Exc D Sale Amt AmtCRM) )

0.c. WHITE 2.3 3 0 @ 3 6.39
WHOLEMEAL 2.78 3 @ @ 3 8.34
0.C JUMBO 2.97 4 0 @ 4 11.88

Total @& supplies: 26.61

CR-VANILLA @.72 20 0 08 26 14.40

Total 6% supplies (excl. GST): 14.40
GST: 0.86

Total 6% supplies (Inc. GST): 15.26
Total @% supplies: 26.64

Total Payable: 41.87

E.&.6.E.
Received above goods in good order condition.
The recipient of Gardenia's products is
required to make necessary adjustments to its
input tax claims, on the basic of the
adjustments shown in this Tax Invoice /
Adjustuent Note —
~ CUSTOMER'S COP"
RECEIPT,"MPH BOOKSTORES
SDN BHD
GST No: 000542572544
MPH One Utama Phase 2
Lot $319, 2nd Floor,
1 Utama Shopping Centre,
Nol, Lebuh Bandar Utama,47800 P.Jaya
Tel:03-77259003  Fax:03-77224003

ee ce a ee sa se ee

STICKERS & OTHER GIFT

2312475009906 310.49 31.47 §
Total Amount(incl. GST) 31.47
Rounding -0.02

(fe

CASH 50.00

CHANGE 18.55

Z - 0% GST 0.00, 0.00
§- 6% GST 29.69 1.78

ITEMS: 3 CASHIER: TRAIN2 TRAINEE STAFF
INVOICE NO: 008558 TRANS: 009628
SHF:i POS:12 O4BFRTL 11/12/2017 21:42:
10
Goods sold are non-returnable
Exchanges may be made for books
only within 7 days from the date of
purchase with this receipt
(Conditions apply)
Thank You for Shopping at
MPH AT ONE UTAMA"
RECEIPT,"1202040

o

#000002 BAIFU (M) Sdn Bhd
COMPANY NO(814198-X)
DAISO JAPAN, IOI MALL
PHONE 03-80763806
GST ID : 001389649920

WELCOME
TAX INVOICE

20/03/2018 7:07pm RCPT NO. 18252
REG:01 CSH:00000008

4997642045475
Plastic spoons 8pcs
5.90 x 3 17.70 SR
4997642045482
Plastic forks 8pcs
90 x 3 17.70 SR
SUB TOTAL (INCL. GST) 35.40
TOTAL RH 35,40
CASH 50.00
CHANGE 14.60

# ITEMS SOLD 6

“THANK YOU
“PLEASE COME AGAIN™"
RECEIPT,"RES!AURANT JIAWE|!
JIAWE! HOUSE
0026930 74-K
13, JLN TASIK UTAMA 8
MEDAN NIAGA DAMA! SG BES|

57000 KL
INVOICE
Lavo lce 9820 Cashier: admin
POS ae
Date © 9/3/2018 20:54:50
Table : 16
(TEN QTY -U/P DISC) Ant (RW)

B. Bean Bitterground Fish Head “)
1 35. 00 0. 00
F.Hong Kong Sauteed (S)
| 16. 00 0. 00
Steamed Egg (S)
| 10. 00 0. 00
Chinese Tea
0. 60 0. 00 1. 20
COLD
Rice (B)
2 1. 50 0. 00 3

Sub Total Before Discount RM 65. 20

Service Charge RM 0. 00
Total Sales RM 65. 20
Rounding Adjustment ; RM 0. 00
TOTAL ~ RM 65. 20

BOAO ORE ARI OOOO ARAL

| (ee"
RECEIPT,"TANJONGHAS BOOKCENTRE (PJ) SDN BHD
CO. NO. 373665-A
LOT F15, GIANT BANDAR PUTERT
JALAN PUTERT 1/1, BDR PUTERI
47188 PUCHONG, SELANGOR
83-8868 4233
( NO. ID GST: 882147633888 )

TAX INVOICE

BILL: 28544
CASHI 410-82 17/03/2017 21:35
B.CODE & DESC. QTY U/PRICE ANT
4971850134824 1 53.08 53.08s
CALCULATOR SCIENTIFIC
27932 1 5.48 5.485
H&G R3 GEL PEN @.5HM 37S
9555684639363 1 3.68 3.485
FABER CASTEL SUPER TRUE
SUB-TOTAL 62.80
Total GST(I) 3.51%

TOTAL ITEM(S): 3
TOTAL QUANTITY(S): 3

TOTAL INCL GST RM 62.06
CARD TYPE : VISA 62.88
CARD NOs

THANK YOU. PLEASE COME AGAIN.
GOODS SOLD ARE NOT RETURNABLE.
GST Taxable Amt GST Ant

s-SR(I} - 6% 58.49 3.51"
RECEIPT,"tan woon yann

BOOK TA -K (TAMAN DAYA) SDN BHD
TBO7-W
NO.5? $5,57 & 59, JALAN SAGU 18,
TAMAN DAYA
81100 JOHOR BAHRU.
JOHOR.

LAM MCAT

Document Ho : TDO1167104

Date 25/12/2018 8:13:39 PM
Cashier MANIS
Member
CASH BILL
CODE/DESC PRICE Dise AMOUNT
Quy RM RM
9556939040118 AF MODELLING CLAY KIDDY FiSHt
1PC + 9.00) 0,00 9.00
Total : 9,00
Rour ding Adjustment 0.00
Round. :d Total (RM): 9.00
Cash a 40.00.
CHANGE 00

GOODS SOLD ARE NOT RETURNAP
EXCHANGEABLE

THANK YOU
PLEASE COME AGAIN t"
RECEIPT,"99 SPEED WART $/B (519537-X)
LOT P.T. 2811, JALAN ANGSA,
TAMAN BERKELEY
41150 KLANG, SELANGOR
1214-JINJANG UTARA
GST 1D. NO s 000181747712

INVOICE NO : 18203/102/T0446

09: 06PK $467455 Oi-11-17
OS15 SNEK KU TAM TAK CRAB F RN3.45 s
0649 TIC TAC CANDY HINT (WH = RN2.10 s
$178 MENTOS SOUR MIX CHEWY RH2.45 5
2651 MUNCHYS CRACKER SANDWI RMB. 38 s
@2 X RH 4.19
0249 JULIES PEANUT BUTTERS = RN?.55 s
820 PIPIT BLEACH 281KG TP RN4.20 5
480 TOP SUPER WHITE (RED) 2 RM12.45 s
9170 CA3210 CAMEL SHORTHAND RH1.90 s
9413 CS 1002 AS H/COVER NOT RM4.80 s
8445 7CC UHU GLUE RN4.40 s
02 X RM 2.20
Total Sales (Inclusive GST) RM 52.08
Rounding Adjustment Ri +02
Rounding RA 52.10
CASH RM = 40.00
CHANGE RH = 7.90

GST Summary Amount (Ri) Tax(RH)
s = 6/ 49.12 2.%

Thank You. Please come again

——Meey the invoice for applicable returns

ss pei"
RECEIPT,"> & BEST RESTAURANT
(001610235-P)
GST NG. : 001800839168
@ NU. AN SS4C/5,PETALING JAYA
ANGOR DARUL EHSAN
| : 012-2060 778
it TAX TNVOICE**

BILL NO: 00127408 / POSO1
BIZDATE: 20/03/2017
CASHIER: Manager

PRINTED: 20/03/2017 11:12:35 AM Ru
2 FISHBALL NOODLE @7.00 14.00
2 SUB TOTAL 14.00
GST 6% 0.84
ROUNDING ADJ 0.01
NET TOTAL 14.95
Cash 14.8%
CHANGE 0.00

a You...Please Come Again...
https://m.facebook..com/B-Best-Restaurant
All Item Will Be Charges GST"
RECEIPT,"MR. O.1.¥. (4) SDN BHD
Co-REG:860671-D
LOT 1851-A & 1851-B, JALAN KPB 4,
KAWASAN PERINDUSTRIAN BALAKONG,
43300 SERI KEMBANGAN, SELANGOR
{GST ID No 2000306020352)
{MUTIARA KOMPLEKS )

~TAX INVOICE-
TISSUE BOX ZXD-19 x§
J22 - 64
6943612200243 1X.12.50 12.50
FRUIT PLATE 9°xVS x8
LASI/2-41 - 6/48
BRO0TIS 2X 4.50 9.00
Item(s) : 2 Qty(s) : 3
TOTAL INCL. GS1@4% RM 21.50
CASH RM 51.50
CHANGE RM 30.00

GST @46% included in total RM 1.22
22-05-16 12:18 SHOL ZJ19 = =T2 ROOD170536
OPERATOR MTRC ~- THARU VIJAY

EXCHANGE ARE ALLOWED WITHIN
3 DAY WITH RECEIPT.
STRICTLY NO CASH REFUND,"
RECEIPT,"Best Denki Malaysia (308282-A)
Lot LG 26, Subang Parade
No.5, Jalan 9516/1
47500 Subang Jaya, Selangor
GST Reg. No. 001348681728
Rest Denki 1 Utana
Tel No.: 403-7722 1933
Opening Hrs: 10:00:00 AM to 10:00:00 PM
Tlate: 01/05/16 2:51 Slip: O020018018
Staff: JORDAN TAN KC Trans: 20980
Sold by: BDLI87 MUHAMMAD SHAFIK

Model Price Qty = Amount
240201 COMPUTER ACCESSORIES
89.00 1 89.00 §
Total RM 89.00
Cash -100.00
Cash 11.00
GST § 6% 89.00 5.04

Goods sold are not returnable
/exchangable.
Thank you & Please come again."
RECEIPT,"RESTORAN WAN SHENG
002043319-W
_ No.2, Jalan Temenagung 19/9,

Seksyen 9, Bandar Mahkota Cheras,

43200 Cheras Selangor
GST REG NO; = 335787520

Tax Invoice

TNY No.: 1128507 Cashier: Thandar
Date : 06-052 a 2: 43; Lae

bes sr ipton aty u. price “Total

Kopi (B)

1x 2.20 2.20
lake Away

1x 0,20 0.20
Total QTY: 2

Total (Excluding GST):
GST payable (6%):
Total (Trelusive of FC"");

GST Sumiary Amount (RM). i
SR (@ 6%) 2.27

TAX

SR
SR

2.27
0.13
2.40

-40

2.40

(RM)
0.13"
RECEIPT,"B & BEST RESTAURANT

(001610235-P)
GST NO. : 001800839168

@ 0.12 Jen’ 3840/5,PETALING JAYA

BILL NO:
BIZDATE:
CASHTER:
PRINTED:

SELANGOR DARUL EHSAN
TEL : 012-2060 778
kATAX INVOICE**

00118867 / POSO1
10/02/2017

Manager

10/02/2017 01:09:47 PM

1 SUB T0
GST 6%
RCUNDI

FISHBALL NOODLE

1.)

NG ADJ

NET TOTAL

Cash
CHANGE

A Thank You...Please Come Again...
https://m. facebook .com/B-Best-Restaurant

All Item Will Be Charges GST"
RECEIPT,"tn

99 SPEED MART S/B (519537-x)
LOT P.T. 2841, JALAN ANGSA,
SANAN BERKELEY
41150 KLANG, SELANGOR
1237-TMN INDAH PERDANA.
GST ID. NO s 000181747712
INVDICE NO : 18396/102/T0362

03:46PM. 568268 13-05-18
OTIS KNORR CHICKEN STOCK 1K  RML4.85
«$596 HYGIENIC 7.5 INCH COLO —-RM4.06 =
RG X RM LO
| Total Sales (Inclusive GST) RM 22,94

Rounding Adjustment RM = -, 01
| Rounding RM 22.90
| CASH RM 50.00
| CHANGE RK = 27,10
«GST Summary = Amount (RM) Tax(RH)
dase 21.60 1.31

Thank You. Please come again
Keep the invoice for applicable returns"
